region,direction,layout,size,renovation,garden,year,floor,district,price,danjia
东城, 东北 , 2室1厅 , 89.78, 精装,金鱼池中区 ,2002,7,天坛,725,80753.0
东城, 西南 , 2室1厅 , 96.6, 精装,巷上嘉园 ,2005,24,安定门,1040,107661.0
东城, 南 北 , 2室2厅 , 91.98, 精装,中海紫御公馆 ,2010,22,陶然亭,1100,119592.0
东城, 东 西 , 2室1厅 , 74.56, 精装,民安小区东直门内北小街 ,2003,16,东直门,748,100322.0
东城, 东 南 北 , 3室1厅 , 116.4, 简装,兴隆都市馨园 ,2003,6,崇文门,871,74829.0
东城, 南 北 , 2室1厅 , 69.25, 简装,车站路6号院 ,1980,6,陶然亭,460,66426.0
东城, 南 北 , 3室1厅 , 72.47, 其他,和平里七区 ,1986,5,和平里,800,110391.0
东城, 西北 , 2室1厅 , 75.3, 简装,国瑞城中区 ,2006,16,崇文门,680,90306.0
东城, 东 , 2室1厅 , 83.75, 简装,建予园 ,2001,16,永定门,550,65672.0
东城, 南 北 , 2室1厅 , 57.5, 简装,北官厅胡同甲二号院 ,1993,6,东直门,625,108696.0
东城, 东 , 2室1厅 , 93.13, 简装,冠城名敦道 ,2009,23,广渠门,550,59058.0
东城, 南 , 2室1厅 , 70.83, 简装,民安小区东扬威街 ,2002,12,东直门,760,107300.0
东城, 南 北 , 4室3厅 , 181.91, 精装,东花市北里西区 ,1996,6,东花市,1560,85757.0
东城, 东 西 , 2室2厅 , 117.06, 简装,本家润园一期 ,2005,12,东花市,1250,106783.0
东城, 东 西 , 2室1厅 , 59.78, 简装,和平里七区 ,1979,4,和平里,579,96856.0
东城, 东 西 , 4室2厅 , 221.46, 简装,胜古中路1号院 ,1998,14,安贞,1260,56896.0
东城, 南 北 , 1室1厅 , 51.09, 简装,大方家胡同 ,2003,6,朝阳门内,569,111373.0
东城, 南 , 1室1厅 , 38.5, 精装,地坛北里 ,1990,5,和平里,488,126754.0
东城, 东南 , 1室1厅 , 83.24, 精装,冠城名敦道 ,2009,23,广渠门,590,70880.0
东城, 南 , 1室1厅 , 107.22, 精装,太华公寓 ,2000,17,崇文门,750,69950.0
东城, 西 , 1室1厅 , 46.24, 其他,禾风相府 ,2004,14,金宝街,600,129758.0
东城, 东 西 , 3室1厅 , 90.63, 精装,新景家园东区 ,2004,16,崇文门,950,104822.0
东城, 南 北 , 4室3厅 , 204.16, 精装,新怡家园 ,2006,13,崇文门,2450,120004.0
东城, 南 西 北 , 3室1厅 , 109.23, 其他,东花市北里东区 ,1990,7,东花市,1036,94846.0
东城, 西北 , 3室1厅 , 96.34, 简装,东环居苑 ,2004,22,广渠门,856,88852.0
东城, 东 , 2室1厅 , 91.28, 毛坯,天娇园 ,2008,11,东花市,870,95312.0
东城, 南 , 2室2厅 , 125.11, 精装,天天家园 ,2002,11,永定门,799,63864.0
东城, 南 北 , 3室1厅 , 125.67, 精装,新裕家园 ,2004,14,崇文门,1400,111403.0
东城, 东 西 , 2室1厅 , 129.61, 精装,新世界家园 ,2004,12,崇文门,1350,104159.0
东城, 西南 , 3室2厅 , 158.07, 简装,和平新城一期 ,2003,19,和平里,1680,106283.0
东城, 南 , 2室2厅 , 91.8, 精装,中海紫御公馆 ,2010,22,陶然亭,970,105665.0
东城, 东 南 , 4室2厅 , 123.94, 精装,和平里六区 ,1998,17,和平里,1360,109731.0
东城, 南 北 , 3室1厅 , 94.58, 简装,小取灯胡同8号院 ,1992,4,东四,1050,111018.0
东城, 西南 , 1室1厅 , 55.15, 精装,培新街乙5号院 ,1999,17,广渠门,558,101179.0
东城, 南 北 , 3室2厅 , 132.12, 简装,胡家园26号院 ,1996,6,东直门,1050,79474.0
东城, 南 北 , 3室1厅 , 146.33, 精装,本家润园一期 ,2005,11,东花市,1595,109001.0
东城, 南 , 3室1厅 , 95.49, 简装,新景家园西区 ,2004,12,崇文门,1030,107865.0
东城, 东南 南 , 2室1厅 , 73.12, 简装,安德里北街25号院 ,1990,17,安定门,695,95050.0
东城, 南 北 , 3室2厅 , 179.31, 精装,冠城名敦道 ,2009,27,广渠门,1780,99270.0
东城, 西南 , 2室2厅 , 119.14, 精装,京禧阁 ,2013,22,广渠门,1166,97869.0
东城, 西南 , 2室2厅 , 120.97, 精装,上龙西里 ,1996,18,安定门,1208,99860.0
东城, 西 北 , 3室1厅 , 108.16, 精装,永铁苑 ,2000,22,陶然亭,715,66106.0
东城, 南 北 , 3室1厅 , 83.73, 精装,外交部街33号院 ,1990,6,建国门内,1079,128867.0
东城, 南 北 , 3室2厅 , 152.78, 精装,富贵园一区 ,2003,9,东花市,1850,121090.0
东城, 南 北 , 4室1厅 , 166.6, 精装,天坛公馆 ,2003,6,崇文门,2150,129052.0
东城, 南 北 , 4室2厅 , 172.78, 精装,新世界家园 ,2001,10,崇文门,2100,121542.0
东城, 东南 北 , 4室1厅 , 192.51, 精装,幸福家园二期 ,2003,18,广渠门,1780,92463.0
东城, 南 北 , 3室2厅 , 118.16, 其他,东交民巷13号院 ,1990,14,前门,1360,115099.0
东城, 西 , 1室1厅 , 52.48, 精装,兴隆都市馨园 ,2003,6,崇文门,490,93369.0
东城, 东 , 1室0厅 , 27.72, 简装,兴隆都市馨园 ,2004,7,崇文门,359,129510.0
东城, 东北 , 1室0厅 , 91.39, 毛坯,冠城名敦道 ,2010,23,广渠门,569,62261.0
东城, 东南 , 3室1厅 , 158.38, 精装,雍和家园一期 ,2001,16,和平里,1600,101023.0
东城, 南 , 1室1厅 , 61.02, 简装,景泰西里西区 ,2005,9,永定门,450,73747.0
东城, 南 北 , 3室1厅 , 113.87, 简装,华龙美晟 ,2009,12,永定门,729,64021.0
东城, 南 北 , 3室1厅 , 70.95, 精装,和平里三区 ,1996,6,和平里,778,109655.0
东城, 南 北 , 2室1厅 , 109.79, 简装,幸福家园一期 ,2002,18,广渠门,1130,102924.0
东城, 西北 , 3室2厅 , 108.16, 简装,永铁苑 ,2000,22,陶然亭,710,65644.0
东城, 东 西 , 2室1厅 , 63.61, 简装,安德路47号院 ,1988,6,安定门,550,86465.0
东城, 南 西 , 3室2厅 , 150.82, 精装,华府景园 ,2001,16,安定门,1360,90174.0
东城, 南 北 , 2室0厅 , 62.61, 简装,光明楼 ,1960,4,广渠门,510,81457.0
东城, 南 北 , 2室1厅 , 55.12, 精装,和平里五区 ,1996,6,和平里,680,123368.0
东城, 南 北 , 3室1厅 , 69.02, 毛坯,花梗胡同1号院 ,1985,6,交道口,880,127500.0
东城, 南 北 , 3室1厅 , 155.4, 简装,康鸿家园 ,2000,6,和平里,1680,108109.0
东城, 东南 , 4室1厅 , 179.48, 简装,凯景铭座 ,2001,19,安定门,1500,83575.0
东城, 南 , 1室1厅 , 58.46, 简装,新景家园西区 ,2004,17,崇文门,604,103319.0
东城, 南 北 , 3室2厅 , 163.81, 简装,禾风相府 ,2004,14,金宝街,2350,143459.0
东城, 南 北 , 2室1厅 , 68, 简装,兴隆都市馨园 ,2003,7,崇文门,698,102648.0
东城, 南 北 , 2室1厅 , 106.87, 精装,新景家园东区 ,2008,15,崇文门,1160,108544.0
东城, 南 北 , 4室2厅 , 107.65, 简装,金鱼池中区 ,2002,7,天坛,750,69671.0
东城, 南 北 , 4室2厅 , 153.52, 精装,富贵园四区 ,2006,6,东花市,1750,113992.0
东城, 南 北 , 2室1厅 , 70.57, 简装,绿景馨园 ,2004,6,广渠门,676,95792.0
东城, 南 北 , 3室2厅 , 181.72, 简装,东花市北里西区 ,1996,6,东花市,1500,82545.0
东城, 南 北 , 3室2厅 , 175.37, 简装,新怡家园 ,2006,13,崇文门,2099,119690.0
东城, 东 , 3室1厅 , 69.34, 精装,国瑞城中区 ,2006,16,崇文门,700,100952.0
东城, 东 西 北 , 3室2厅 , 182.79, 精装,东直门内北小街2号院 ,2003,20,东直门,1480,80968.0
东城, 南 北 , 3室1厅 , 94.59, 简装,兴隆都市馨园 ,2003,6,崇文门,840,88805.0
东城, 南 北 西 , 3室2厅 , 91.68, 简装,长青园 ,1992,6,左安门,720,78535.0
东城, 东 南 西 , 3室1厅 , 74.62, 简装,甘水桥 ,1988,14,和平里,730,97830.0
东城, 南 北 , 4室1厅 , 219.74, 精装,国瑞城中区 ,2006,11,崇文门,2500,113771.0
东城, 东 西 , 2室1厅 , 54.17, 精装,安外西河沿 ,1983,11,安定门,539,99502.0
东城, 西 , 2室1厅 , 86.25, 精装,华龙美晟 ,2009,12,永定门,628,72812.0
东城, 南 北 , 4室2厅 , 157.05, 简装,富贵园一区 ,2004,12,东花市,1858,118307.0
东城, 南 北 , 3室1厅 , 133.04, 其他,左安漪园 ,2004,10,左安门,1256,94408.0
东城, 南 , 1室1厅 , 41.34, 简装,南岗子 ,1988,6,崇文门,416,100629.0
东城, 东 , 1室1厅 , 47.99, 简装,豆瓣胡同 ,2003,21,朝阳门内,650,135445.0
东城, 东 , 1室0厅 , 61.98, 精装,国瑞城西区 ,2009,16,崇文门,560,90352.0
东城, 西 , 2室1厅 , 66.88, 简装,建予园 ,2001,16,永定门,460,68780.0
东城, 东北 , 1室1厅 , 63.27, 毛坯,和平里五区 ,2000,7,和平里,720,113799.0
东城, 西南 , 3室1厅 , 158.39, 简装,雍和家园一期 ,2001,16,和平里,1420,89653.0
东城, 东 , 1室1厅 , 58.45, 简装,新景家园西区 ,2004,16,崇文门,590,100941.0
东城, 南 北 , 2室1厅 , 98.54, 精装,保利蔷薇 ,2007,16,广渠门,1060,107571.0
东城, 南 北 , 2室1厅 , 63.93, 精装,广渠门内大街 ,1980,13,广渠门,612,95730.0
东城, 东南 , 2室1厅 , 78.15, 简装,景泰东里 ,1994,9,蒲黄榆,550,70378.0
东城, 东 西 , 3室1厅 , 90.48, 其他,新景家园东区 ,2004,16,崇文门,960,106101.0
东城, 西南 西 , 2室1厅 , 90.01, 毛坯,永铁苑 ,2000,22,陶然亭,589,65438.0
东城, 东 西 , 2室1厅 , 69.03, 简装,培新街乙5号院 ,1999,16,广渠门,680,98508.0
东城, 南 北 , 3室1厅 , 179.61, 精装,雍和家园一期 ,2003,16,和平里,1650,91866.0
东城, 南 , 3室1厅 , 91.25, 精装,安定路 ,1995,20,安贞,857,93918.0
东城, 南 北 , 2室1厅 , 70.92, 简装,金鱼池东区 ,2002,7,天坛,670,94473.0
东城, 南 , 1室1厅 , 102, 精装,太华公寓 ,2000,17,崇文门,725,71079.0
东城, 南 北 , 2室1厅 , 57.09, 简装,化工大院 ,1988,5,和平里,620,108601.0
东城, 东 南 , 3室1厅 , 140.48, 简装,东方银座 ,2003,27,东直门,1010,71897.0
东城, 南 北 , 2室2厅 , 99.01, 精装,官书院 ,1999,6,安定门,1170,118170.0
东城, 南 北 , 4室2厅 , 171.15, 精装,新世界家园 ,2001,10,崇文门,2090,122116.0
东城, 东 南 北 , 3室1厅 , 139.91, 精装,丽水湾畔家园 ,2002,21,广渠门,1119,79980.0
东城, 东 西 , 3室1厅 , 80.96, 精装,香河园北里 ,1986,14,东直门,690,85228.0
东城, 南 北 , 2室2厅 , 139.17, 简装,东花市北里西区 ,1996,6,东花市,1050,75448.0
东城, 北 , 2室1厅 , 65.25, 简装,幸福家园二期 ,2003,13,广渠门,710,108813.0
东城, 南 北 , 3室1厅 , 70.66, 精装,和平里七区 ,1986,5,和平里,768,108690.0
东城, 南 北 , 2室1厅 , 83.26, 精装,本家润园三期 ,2005,18,东花市,779,93563.0
东城, 东 , 2室1厅 , 71.17, 精装,民安小区东直门北中街 ,2002,11,东直门,730,102572.0
东城, 西南 , 3室1厅 , 79.21, 精装,广渠家园 ,2009,29,广渠门,695,87742.0
东城, 西 , 1室0厅 , 77.36, 其他,冠城名敦道 ,2010,23,广渠门,479,61919.0
东城, 南 北 , 3室1厅 , 152.06, 精装,国瑞城中区 ,2006,16,崇文门,1550,101934.0
东城, 南 北 西 , 3室1厅 , 56.25, 精装,龙潭北里三条 ,1965,5,左安门,515,91556.0
东城, 东南 , 1室1厅 , 123.71, 精装,贡院六号 ,2002,23,建国门内,1230,99427.0
东城, 南 北 , 2室1厅 , 55.96, 简装,青年湖东里 ,1982,6,安定门,590,105433.0
东城, 东南 , 3室2厅 , 151.93, 精装,天天家园 ,2002,11,永定门,1030,67795.0
东城, 东 , 1室1厅 , 62.78, 其他,金桥国际 ,2004,19,广渠门,530,84422.0
东城, 南 北 , 2室2厅 , 204.82, 精装,使馆壹号院 ,2017,19,东直门,2600,126941.0
东城, 东北 , 2室1厅 , 119, 简装,富莱茵花园 ,2001,21,永定门,720,60505.0
东城, 西南 , 2室1厅 , 62.3, 简装,北新桥三条64号院 ,1985,6,东直门,636,102087.0
东城, 南 北 , 3室1厅 , 73.59, 精装,东总布胡同 ,1990,6,建国门内,798,108439.0
东城, 南 北 , 3室1厅 , 80.09, 简装,兴隆都市馨园 ,2003,7,崇文门,629,78537.0
东城, 南 北 , 2室1厅 , 58.31, 简装,和平里三区 ,1996,6,和平里,645,110616.0
东城, 南 西 北 , 3室1厅 , 72.39, 简装,小黄庄二区 ,1995,6,安贞,780,107750.0
东城, 西南 , 2室1厅 , 88.96, 简装,望陶园小区 ,2001,18,永定门,618,69470.0
东城, 东 , 1室1厅 , 96.5, 精装,海晟名苑北区 ,2007,17,工体,895,92747.0
东城, 西南 , 2室1厅 , 90.01, 简装,永铁苑 ,2000,22,陶然亭,599,66549.0
东城, 东 西 , 2室1厅 , 62.52, 其他,北河沿大街 ,1989,6,灯市口,685,109565.0
东城, 南 北 , 2室1厅 , 76.02, 简装,交道口东大街 ,2002,11,交道口,830,109182.0
东城, 南 , 2室1厅 , 51.06, 简装,车站路6号院 ,1980,6,陶然亭,408,79906.0
东城, 西 , 1室1厅 , 47.11, 精装,城市亮点 ,2004,12,永定门,392,83210.0
东城, 西 , 2室1厅 , 63.07, 简装,民旺园 ,1996,9,和平里,620,98304.0
东城, 东 西 , 3室1厅 , 90.75, 简装,景泰西里西区 ,2005,11,永定门,630,69422.0
东城, 南 北 , 2室1厅 , 68.54, 精装,朝阳门北小街 ,2003,6,朝阳门内,860,125475.0
东城, 东南 北 , 2室1厅 , 111.5, 精装,本家润园一期 ,2005,12,东花市,1099,98566.0
东城, 东南 , 1室1厅 , 62.62, 精装,本家润园一期 ,2006,13,东花市,715,114181.0
东城, 东 西 , 2室1厅 , 58.52, 简装,安德路47号院 ,1995,6,安定门,560,95694.0
东城, 南 北 , 2室1厅 , 71.75, 精装,东后河沿 ,1999,16,崇文门,758,105645.0
东城, 南 , 2室1厅 , 54.17, 精装,安外西河沿 ,1983,11,安定门,560,103379.0
东城, 东 , 1室1厅 , 63.35, 精装,金桥国际 ,2004,27,广渠门,545,86030.0
东城, 西南 , 3室1厅 , 134.2, 其他,幸福家园三期 ,2005,15,广渠门,1480,110284.0
东城, 南 , 1室1厅 , 44, 精装,上龙西里 ,1988,18,安定门,475,107955.0
东城, 南 北 , 2室1厅 , 92.84, 精装,天利园 ,2003,16,广渠门,858,92418.0
东城, 东 北 , 3室1厅 , 72.64, 精装,长青园 ,1995,6,左安门,580,79846.0
东城, 南 , 2室1厅 , 55.52, 精装,安外东河沿 ,1989,6,安定门,600,108070.0
东城, 西 , 1室1厅 , 91.75, 精装,美惠大厦 ,1998,15,朝阳门外,539,58747.0
东城, 南 北 , 3室1厅 , 113.14, 简装,法华南里 ,1994,6,崇文门,969,85647.0
东城, 南 北 , 4室1厅 , 315.6, 精装,金宝街 ,2008,17,朝阳门内,3969,125761.0
东城, 南 北 , 2室1厅 , 112.26, 精装,和平新城一期 ,2003,19,和平里,1122,99947.0
东城, 南 西 北 , 3室1厅 , 92.69, 简装,琉璃井路 ,1983,12,永定门,648,69911.0
东城, 南 北 , 2室2厅 , 97.44, 精装,东花市北里中区 ,1995,6,东花市,850,87234.0
东城, 东 西 , 3室1厅 , 76.97, 简装,察慈小区 ,1990,12,东直门,710,92244.0
东城, 东 西 , 2室2厅 , 129.84, 简装,湖景苑 ,1999,8,安定门,1160,89341.0
东城, 东北 , 3室1厅 , 102.88, 精装,西营房 ,2006,16,安定门,898,87287.0
东城, 南 北 , 2室1厅 , 98.54, 精装,保利蔷薇 ,2007,16,广渠门,1080,109601.0
东城, 南 北 , 3室1厅 , 72.03, 精装,后永康胡同2号院4号院 ,1994,6,东直门,760,105512.0
东城, 东南 , 2室1厅 , 96.17, 精装,保利蔷薇 ,2007,16,广渠门,1065,110742.0
东城, 南 北 , 3室2厅 , 169.11, 精装,华冠丽景 ,2003,8,东直门,1798,106322.0
东城, 南 北 , 3室2厅 , 134.87, 精装,富贵园四区 ,2006,12,东花市,1550,114926.0
东城, 南 北 , 3室1厅 , 77.54, 简装,崇文门东大街 ,1986,14,崇文门,692,89245.0
东城, 南 北 , 3室1厅 , 69.14, 简装,幸福北里 ,1988,6,广渠门,640,92566.0
东城, 东 , 2室1厅 , 70.3, 简装,本家润园三期 ,2005,18,东花市,646,91892.0
东城, 南 , 2室1厅 , 58.15, 简装,抽屉胡同 ,1980,7,建国门外,580,99743.0
东城, 西北 , 3室1厅 , 78.44, 精装,东总布胡同19号院 ,1992,6,建国门内,720,91790.0
东城, 南 北 , 3室1厅 , 303.85, 精装,贡院六号 ,2002,22,建国门内,2600,85569.0
东城, 南 , 2室1厅 , 83.35, 简装,前门前 ,2009,6,天坛,810,97181.0
东城, 南 北 , 4室2厅 , 295.52, 其他,聚龙花园 ,1995,3,工体,2350,79521.0
东城, 南 北 , 1室1厅 , 47.6, 精装,安贞苑50号院 ,1996,6,安贞,499,104832.0
东城, 南 北 , 2室2厅 , 108.18, 其他,东河沿 ,1990,6,崇文门,1230,113700.0
东城, 南 北 , 2室1厅 , 60.68, 精装,柏林寺西 ,1994,6,和平里,666,109757.0
东城, 东 北 , 2室1厅 , 80.64, 简装,和平里东街9号院 ,2000,16,和平里,845,104787.0
东城, 北 , 2室1厅 , 56.93, 精装,本家润园三期 ,2005,18,东花市,590,103637.0
东城, 东北 , 3室2厅 , 147.76, 简装,悠胜美苑 ,2001,18,永定门,900,60910.0
东城, 北 , 1室1厅 , 63.5, 精装,远洋德邑 ,2002,22,广渠门,560,88189.0
东城, 东南 , 1室1厅 , 65.08, 简装,东环居苑 ,2004,22,广渠门,530,81439.0
东城, 南 , 2室1厅 , 70.81, 简装,民安小区东羊管胡同 ,2002,14,东直门,728,102811.0
东城, 南 , 2室1厅 , 69.67, 精装,永铁苑 ,2000,22,陶然亭,520,74638.0
东城, 东 , 1室1厅 , 59.73, 简装,新景家园东区 ,2004,17,崇文门,585,97941.0
东城, 东 西 , 3室1厅 , 69.29, 简装,东厂北巷3号院 ,1986,6,灯市口,780,112571.0
东城, 东 西 , 2室1厅 , 85.3, 精装,京城仁合 ,2004,16,广渠门,765,89684.0
东城, 南 , 1室1厅 , 59.11, 精装,万国城MOMA ,2004,27,东直门,693,117240.0
东城, 西 , 1室1厅 , 55.3, 其他,富贵园四区 ,2006,10,东花市,590,106691.0
东城, 西北 , 2室1厅 , 64.78, 简装,海运仓小区 ,2002,6,东直门,700,108059.0
东城, 西北 , 3室1厅 , 80.61, 其他,东直门外大街(东城） ,1990,16,东直门,668,82869.0
东城, 西 , 1室2厅 , 140.62, 精装,建国门北大街5号 ,2008,24,建国门内,695,49424.0
东城, 西南 北 , 3室1厅 , 119.46, 其他,和平里六区 ,2000,17,和平里,1100,92082.0
东城, 东 西 , 3室2厅 , 94.64, 其他,新景家园东区 ,2004,17,崇文门,980,103551.0
东城, 北 , 2室1厅 , 143.76, 精装,长安太和 ,2012,24,建国门内,1650,114775.0
东城, 南 , 2室1厅 , 94.28, 简装,胡家园小区 ,2000,10,东直门,815,86445.0
东城, 西 , 2室1厅 , 143.09, 简装,雍和家园二期 ,2005,6,和平里,1100,76875.0
东城, 南 , 2室2厅 , 90.48, 简装,中海紫御公馆 ,2010,19,陶然亭,945,104443.0
东城, 东北 , 1室2厅 , 61.63, 精装,中海紫御公馆 ,2010,22,陶然亭,630,102223.0
东城, 东 西 北 , 3室1厅 , 104.1, 精装,富贵园三区 ,2002,18,东花市,900,86456.0
东城, 南 , 2室2厅 , 90.48, 简装,中海紫御公馆 ,2010,19,陶然亭,928,102565.0
东城, 南 北 , 3室1厅 , 113.08, 简装,菊儿胡同 ,1990,4,地安门,1350,119385.0
东城, 西北 , 2室1厅 , 75.53, 其他,建国门南大街 ,1989,14,建国门外,720,95327.0
东城, 南 北 , 3室1厅 , 73.14, 精装,南岗子 ,1988,6,崇文门,658,89965.0
东城, 南 , 1室1厅 , 70.81, 其他,工体3号 ,2013,17,工体,630,88971.0
东城, 南 , 3室1厅 , 90.69, 精装,安定路 ,1993,20,安贞,850,93726.0
东城, 东南 , 3室1厅 , 134.11, 简装,望陶园小区 ,1999,18,永定门,780,58162.0
东城, 东 西 , 3室1厅 , 84.7, 简装,朝阳门南小街 ,2004,16,朝阳门内,880,103897.0
东城, 南 西 , 3室1厅 , 118.53, 精装,左安漪园 ,2004,15,左安门,960,80993.0
东城, 南 北 , 3室2厅 , 216.91, 简装,聚龙花园 ,1995,7,工体,1320,60855.0
东城, 南 北 , 3室1厅 , 74.99, 精装,广渠家园 ,2009,29,广渠门,630,84012.0
东城, 南 北 , 3室2厅 , 166.82, 精装,东四块玉南街4号院 ,2002,7,左安门,1790,107302.0
东城, 南 西 , 3室1厅 , 123.35, 精装,新景家园西区 ,2001,12,崇文门,1230,99717.0
东城, 南 北 , 3室1厅 , 124.01, 简装,青年湖东里 ,1994,6,安定门,1220,98380.0
东城, 南 北 , 3室1厅 , 118.85, 精装,幸福家园一期 ,2002,14,广渠门,1380,116113.0
东城, 西北 , 3室1厅 , 156.2, 精装,凯景铭座 ,2001,19,安定门,1230,78746.0
东城, 南 北 , 3室1厅 , 178.89, 精装,朝阳首府 ,2009,11,朝阳门内,2000,111801.0
东城, 南 北 , 3室1厅 , 78.67, 简装,春秀路 ,1998,6,工体,695,88344.0
东城, 东南 , 2室1厅 , 48.36, 简装,胡家园小区 ,1985,6,东直门,499,103185.0
东城, 南 北 , 3室1厅 , 114.52, 简装,左安浦园 ,2004,16,左安门,830,72477.0
东城, 南 北 , 3室1厅 , 81.93, 精装,绿景馨园 ,2004,6,广渠门,760,92763.0
东城, 西 , 2室1厅 , 75, 简装,民旺园十九号院 ,2000,6,和平里,685,91334.0
东城, 南 北 , 4室2厅 , 112.66, 其他,金鱼池西区 ,2002,5,天坛,890,78999.0
东城, 南 北 , 3室1厅 , 79.82, 简装,永康胡同5号院 ,1982,5,安定门,1030,129041.0
东城, 西南 , 1室1厅 , 112.97, 简装,太华公寓 ,2000,18,崇文门,790,69931.0
东城, 南 北 , 3室2厅 , 137.21, 精装,东花市北里中区 ,1990,5,东花市,1180,86000.0
东城, 南 , 2室1厅 , 60.85, 简装,胡家园小区 ,2000,10,东直门,595,97782.0
东城, 南 西 , 3室1厅 , 148.39, 精装,天天家园 ,2002,11,永定门,999,67323.0
东城, 东 南 北 , 3室1厅 , 77.44, 精装,李村东里 ,1980,6,永定门,605,78125.0
东城, 南 北 , 2室1厅 , 102.06, 精装,新裕家园 ,2004,17,崇文门,1120,109740.0
东城, 东 西 , 2室1厅 , 74.95, 精装,西水井胡同 ,2003,16,朝阳门内,680,90728.0
东城, 东南 , 2室1厅 , 86.57, 简装,保利蔷薇 ,2008,16,广渠门,855,98765.0
东城, 南 北 , 3室1厅 , 67.57, 简装,光明楼 ,1960,4,广渠门,560,82878.0
东城, 东 西 , 3室1厅 , 103.37, 精装,朝阳门南小街 ,2004,9,朝阳门内,1239,119861.0
东城, 东 , 1室1厅 , 43.39, 毛坯,安定路 ,1995,20,安贞,496,114313.0
东城, 南 北 , 2室1厅 , 65.1, 简装,东直门北大街 ,1995,18,东直门,610,93702.0
东城, 东 西 , 3室1厅 , 70.51, 其他,白桥大街 ,1980,6,东花市,610,86513.0
东城, 东 , 1室1厅 , 64.76, 精装,富贵园三区 ,2002,16,东花市,615,94967.0
东城, 南 北 , 3室1厅 , 98.73, 简装,长青园 ,1989,6,左安门,980,99261.0
东城, 南 北 , 3室1厅 , 118.62, 简装,西革新里108号院 ,1996,6,永定门,785,66178.0
东城, 东 南 北 , 3室1厅 , 56.59, 精装,南岗子 ,1981,6,崇文门,509,89946.0
东城, 南 北 , 4室2厅 , 149.05, 精装,胜古中路1号院 ,1996,14,安贞,1200,80510.0
东城, 西南 西北 , 2室1厅 , 122.76, 精装,和平新城一期 ,2003,19,和平里,1350,109971.0
东城, 东 , 2室1厅 , 74.62, 精装,国瑞城中区 ,2006,16,崇文门,792,106138.0
东城, 西北 , 2室1厅 , 62.48, 简装,安德里北街25号院 ,1988,17,安定门,620,99232.0
东城, 东南 北 , 3室1厅 , 72.53, 简装,青年湖东里 ,1982,6,安定门,730,100649.0
东城, 南 , 2室1厅 , 71.63, 简装,豆瓣胡同 ,2003,21,朝阳门内,890,124250.0
东城, 南 北 , 2室2厅 , 90.09, 精装,中海紫御公馆 ,2010,19,陶然亭,1036,114997.0
东城, 南 北 , 4室3厅 , 157.52, 简装,东花市北里中区 ,1995,6,东花市,1380,87608.0
东城, 东 西 , 2室1厅 , 74.55, 简装,朝阳门南小街 ,2004,9,朝阳门内,735,98592.0
东城, 西南 , 3室2厅 , 172.33, 简装,花市枣苑二期 ,2004,17,东花市,1630,94586.0
东城, 西南 , 3室1厅 , 191.65, 精装,中景濠庭 ,2001,22,安定门,1909,99609.0
东城, 东南 , 3室2厅 , 134.93, 精装,北京上舍 ,2008,15,广渠门,1390,103017.0
东城, 南 北 , 3室1厅 , 87.35, 简装,金鱼池中区 ,2002,5,天坛,793,90785.0
东城, 西南 北 , 3室1厅 , 93.82, 精装,安定路 ,1996,18,安贞,870,92731.0
东城, 南 北 , 3室2厅 , 156.73, 简装,宝钞苑 ,2001,7,安定门,1800,114848.0
东城, 东南 , 4室2厅 , 244.75, 简装,聚龙花园 ,1996,14,工体,1800,73545.0
东城, 南 北 , 4室2厅 , 223.42, 精装,国瑞城中区 ,2006,11,崇文门,2350,105184.0
东城, 东北 , 3室2厅 , 229.85, 精装,长安太和 ,2012,24,建国门内,3590,156189.0
东城, 南 北 , 3室2厅 , 97.91, 精装,法华南里 ,1995,6,崇文门,1088,111123.0
东城, 南 北 , 2室1厅 , 73.59, 简装,青年湖北里 ,1996,12,安定门,710,96481.0
东城, 东 , 1室0厅 , 37.67, 精装,新景家园东区 ,2010,15,崇文门,528,140165.0
东城, 北 , 1室0厅 , 46.66, 精装,兴隆都市馨园 ,2004,7,崇文门,460,98586.0
东城, 东 西南 , 2室1厅 , 68.49, 精装,上龙西里 ,1993,18,安定门,740,108045.0
东城, 东南 , 2室1厅 , 110.8, 简装,金世纪嘉园 ,2006,21,广渠门,925,83484.0
东城, 南 北 , 2室1厅 , 62.05, 简装,南水关 ,1989,14,广渠门,560,90250.0
东城, 东 , 1室0厅 , 76.75, 简装,冠城名敦道 ,2010,23,广渠门,440,57329.0
东城, 东 , 1室0厅 , 60.83, 精装,国瑞城西区 ,2009,16,崇文门,560,92060.0
东城, 南 北 , 3室2厅 , 161.84, 精装,宝钞苑 ,2001,7,安定门,1790,110604.0
东城, 西 , 1室0厅 , 46, 精装,海晟名苑北区 ,2007,16,工体,475,103261.0
东城, 南 , 1室0厅 , 28.7, 其他,兴隆都市馨园 ,2004,7,崇文门,353,122997.0
东城, 西 , 1室0厅 , 31.5, 精装,兴隆都市馨园 ,2004,7,崇文门,350,111112.0
东城, 西南 , 1室1厅 , 40.57, 简装,和平里三区 ,1996,6,和平里,486,119793.0
东城, 东 , 2室1厅 , 58.97, 精装,工体北里 ,1983,6,工体,525,89029.0
东城, 南 北 , 2室1厅 , 55.64, 精装,化工大院 ,1988,5,和平里,640,115026.0
东城, 南 , 2室1厅 , 70.4, 其他,忠实里 ,1986,16,广渠门,606,86080.0
